Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Valuta Importo netto;Importo netto in valuta di conto;Saldo;Valuta
09-09-2025 15:34:15;257926860;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;6.0;100.70;2.92;0.00;601.28;USD;601.28;900.68;USD
09-09-2025 15:34:15;257926860;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;3.0;100.70;3.46;0.00;298.64;USD;298.64;299.40;USD
09-09-2025 10:00:23;257877968;Acquisto;BTC;"BTC";EX0X00XBT000;0.00020783;96235.00;0.20;0.00;-20.20;EUR;-20.20;27.05;EUR
09-09-2025 10:00:22;257877949;Acquisto;ETH;"ETH";EX0X00ETH000;0.01076369;3716.20;0.40;0.00;-40.40;EUR;-40.40;47.25;EUR
09-09-2025 10:00:21;257877909;Acquisto;XRP;"XRP";EX0X00XRP000;7.78161671;2.57016;0.20;0.00;-20.20;EUR;-20.20;87.65;EUR
08-09-2025 16:07:44;257630114;Accredito Forex;;;;1.0;1.00;0.00;0.00;1.00;USD;1.00;0.76;USD
08-09-2025 16:07:44;257630114;Addebito Forex;;;;1.0;0.80;0.00;0.00;-0.80;CHF;-0.80;6.24;CHF
08-09-2025 15:35:05;257590934;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;4.0;169.14;8.01;0.00;-684.57;USD;-684.57;-0.24;USD
08-09-2025 15:35:05;257590934;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;2.0;169.14;3.51;0.00;-341.79;USD;-341.79;684.33;USD
08-09-2025 15:34:31;257521298;Rettif. costi Borsa;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;1.0;0.02;0.00;0.00;0.02;USD;0.02;1026.12;USD
08-09-2025 15:32:43;257521298;Vendita;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;3.0;243.00;3.11;0.00;725.89;USD;725.89;1026.10;USD
08-09-2025 15:32:43;257521298;Vendita;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;1.0;243.00;3.37;0.00;239.63;USD;239.63;300.21;USD
08-09-2025 07:09:39;257446214;Accredito Forex;;;;1.0;100.00;0.00;0.00;100.00;EUR;100.00;107.85;EUR
08-09-2025 07:09:39;257446214;Addebito Forex;;;;1.0;94.31;0.00;0.00;-94.31;CHF;-94.31;7.04;CHF
08-09-2025 04:30:41;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;CHF;100.00;101.35;CHF
02-09-2025 19:06:59;256301965;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;15.0;91.7793;12.07;0.00;-1388.76;USD;-1388.76;60.58;USD
02-09-2025 17:02:32;256290685;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;11.0;169.415;12.80;0.00;-1876.37;USD;-1876.37;1449.34;USD
02-09-2025 16:52:50;256289630;Rettif. costi Borsa;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;0.08;0.00;0.00;0.08;USD;0.08;3325.71;USD
02-09-2025 16:52:47;256289630;Vendita;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;15.0;156.72;28.59;0.00;2322.21;USD;2322.21;3325.63;USD
02-09-2025 16:52:47;256289630;Vendita;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;6.0;156.72;6.43;0.00;933.89;USD;933.89;1003.42;USD
02-09-2025 10:00:25;256162617;Acquisto;BTC;"BTC";EX0X00XBT000;0.0001584;94701.00;0.15;0.00;-15.15;EUR;-15.15;7.85;EUR
02-09-2025 10:00:25;256162394;Acquisto;BTC;"BTC";EX0X00XBT000;0.00015841;94694.00;0.15;0.00;-15.15;EUR;-15.15;23.00;EUR
02-09-2025 10:00:18;256162527;Acquisto;ETH;"ETH";EX0X00ETH000;0.00531873;3760.30;0.20;0.00;-20.20;EUR;-20.20;38.15;EUR
01-09-2025 09:12:46;255797704;Accredito Forex;;;;1.0;52.85;0.00;0.00;52.85;EUR;52.85;58.35;EUR
01-09-2025 09:12:46;255797704;Addebito Forex;;;;1.0;50.00;0.00;0.00;-50.00;CHF;-50.00;1.35;CHF
01-09-2025 05:26:37;00000000;Pagamento;;;;1.0;50.00;0.00;0.00;50.00;CHF;50.00;51.35;CHF
29-08-2025 17:39:16;255484949;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;19.0;99.1995;12.83;0.00;-1897.62;USD;-1897.62;69.53;USD
29-08-2025 17:38:06;255481796;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.04;0.00;0.00;0.04;USD;0.04;1967.15;USD
29-08-2025 17:38:05;255481796;Vendita;TSLA;"TESLA ORD";US88160R1014;5.0;336.62;12.56;0.00;1670.54;USD;1670.54;1967.11;USD
29-08-2025 15:35:40;255332525;Acquisto;ARM;"ARM HOLDINGS ADR";US0420682058;4.0;140.00;2.84;0.00;-562.84;USD;-562.84;296.57;USD
29-08-2025 15:35:39;255332525;Acquisto;ARM;"ARM HOLDINGS ADR";US0420682058;2.0;140.00;3.42;0.00;-283.42;USD;-283.42;859.41;USD
29-08-2025 15:31:05;255332477;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;4.0;234.00;6.40;0.00;-942.40;USD;-942.40;1142.83;USD
28-08-2025 18:39:48;255151862;Acquisto;TSLA;"TESLA ORD";US88160R1014;5.0;343.3397;12.58;0.00;-1729.28;USD;-1729.28;2085.23;USD
28-08-2025 15:49:23;254884618;Rettif. costi Borsa;CRWV;"COREWEAVE CL A ORD";US21873S1087;1.0;0.04;0.00;0.00;0.04;USD;0.04;3814.51;USD
28-08-2025 15:49:21;254884618;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;13.0;105.00;7.08;0.00;1357.92;USD;1357.92;3814.47;USD
28-08-2025 15:49:21;254884618;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;5.0;105.00;5.80;0.00;519.20;USD;519.20;2456.55;USD
27-08-2025 21:44:54;254894959;Rettif. costi Borsa;CRWV;"COREWEAVE CL A ORD";US21873S1087;1.0;0.04;0.00;0.00;0.04;USD;0.04;1937.35;USD
27-08-2025 21:44:51;254894959;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;14.0;97.00;9.06;0.00;1348.94;USD;1348.94;1937.31;USD
27-08-2025 21:44:51;254894959;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;5.0;97.00;3.74;0.00;481.26;USD;481.26;588.37;USD
22-08-2025 21:54:16;253912323;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;10.0;93.8494;6.41;0.00;-944.90;USD;-944.90;107.11;USD
22-08-2025 21:53:56;253912308;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;6.0;158.5598;6.43;0.00;-957.79;USD;-957.79;1052.01;USD
22-08-2025 21:49:48;253911136;Rettif. costi Borsa;AAPL;"APPLE ORD";US0378331005;1.0;0.04;0.00;0.00;0.04;USD;0.04;2009.80;USD
22-08-2025 21:49:45;253911136;Vendita;AAPL;"APPLE ORD";US0378331005;8.0;228.0302;12.78;0.00;1811.46;USD;1811.46;2009.76;USD
21-08-2025 17:12:01;253688720;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;3.0;175.00;2.79;0.00;-527.79;USD;-527.79;198.30;USD
21-08-2025 17:12:01;253688720;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;1.0;175.00;3.26;0.00;-178.26;USD;-178.26;726.09;USD
19-08-2025 20:49:37;253324530;Accredito Forex;;;;1.0;98.02;0.00;0.00;98.02;USD;98.02;904.35;USD
19-08-2025 20:49:37;253324530;Addebito Forex;;;;1.0;85.00;0.00;0.00;-85.00;EUR;-85.00;5.50;EUR
19-08-2025 20:49:14;253324164;Accredito Forex;;;;1.0;12.26;0.00;0.00;12.26;USD;12.26;806.33;USD
19-08-2025 20:49:14;253324164;Addebito Forex;;;;1.0;10.00;0.00;0.00;-10.00;CHF;-10.00;1.35;CHF
19-08-2025 15:33:49;253259761;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;3.0;168.00;2.76;0.00;-506.76;USD;-506.76;794.07;USD
19-08-2025 15:33:49;253259761;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;2.0;168.00;3.50;0.00;-339.50;USD;-339.50;1300.83;USD
19-08-2025 15:31:35;253245307;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;3.0;171.00;2.77;0.00;-515.77;USD;-515.77;1640.33;USD
19-08-2025 15:31:35;253245307;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;171.00;3.26;0.00;-174.26;USD;-174.26;2156.10;USD
18-08-2025 21:57:21;253101360;Acquisto;AAPL;"APPLE ORD";US0378331005;4.0;231.255;6.39;0.00;-931.41;USD;-931.41;2330.36;USD
18-08-2025 21:51:17;253100027;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;9.0;97.00;6.31;0.00;-879.31;USD;-879.31;3261.77;USD
18-08-2025 19:09:36;253082865;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;172.00;0.26;0.00;-172.26;USD;-172.26;4141.08;USD
18-08-2025 19:09:36;253082865;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;172.00;3.26;0.00;-175.26;USD;-175.26;4313.34;USD
18-08-2025 16:16:21;253049494;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;6.0;99.02;2.89;0.00;-597.01;USD;-597.01;4488.60;USD
18-08-2025 16:16:21;253049494;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;3.0;99.02;3.45;0.00;-300.51;USD;-300.51;5085.61;USD
18-08-2025 16:05:20;253049534;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;3.0;172.55;2.78;0.00;-520.43;USD;-520.43;5386.12;USD
18-08-2025 16:05:20;253049534;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;172.55;3.26;0.00;-175.81;USD;-175.81;5906.55;USD
18-08-2025 15:46:02;253049124;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;6.0;101.06;2.91;0.00;-609.27;USD;-609.27;6082.36;USD
18-08-2025 15:46:02;253049124;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;3.0;101.06;3.45;0.00;-306.63;USD;-306.63;6691.63;USD
18-08-2025 15:45:20;253058025;Acquisto;AAPL;"APPLE ORD";US0378331005;4.0;231.8897;6.39;0.00;-933.95;USD;-933.95;6998.26;USD
18-08-2025 15:44:17;253058451;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;5.0;177.5295;6.33;0.00;-893.98;USD;-893.98;7932.21;USD
18-08-2025 15:43:29;253058369;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;4.0;176.9496;6.06;0.00;-713.86;USD;-713.86;8826.19;USD
18-08-2025 15:42:30;253057764;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;5.0;182.5999;6.37;0.00;-919.37;USD;-919.37;9540.05;USD
15-08-2025 17:48:41;252669302;Rettif. costi Borsa;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;1.0;0.03;0.00;0.00;0.03;USD;0.03;10459.42;USD
15-08-2025 17:48:38;252669302;Vendita;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;100.0;12.1101;11.85;0.00;1199.16;USD;1199.16;10459.39;USD
15-08-2025 17:47:00;252669216;Vendita;ETH;"ETH";EX0X00ETH000;1.0;4416.60;44.17;0.00;4372.43;USD;4372.43;9260.23;USD
15-08-2025 17:47:00;252669216;Vendita;ETH;"ETH";EX0X00ETH000;1.0;4417.30;44.17;0.00;4373.13;USD;4373.13;4887.80;USD
14-08-2025 20:22:16;252460771;Acquisto;ETH;"ETH";EX0X00ETH000;0.67;4500.00;30.15;0.00;-3045.15;USD;-3045.15;514.67;USD
14-08-2025 15:32:15;252362772;Acquisto;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;10.0;11.95;3.18;0.00;-122.68;USD;-122.68;3559.82;USD
14-08-2025 15:16:11;252394061;Acquisto;ETH;"ETH";EX0X00ETH000;0.33;4555.90;15.03;0.00;-1518.48;USD;-1518.48;3682.50;USD
13-08-2025 17:20:25;252199562;Rettif. costi Borsa;ARM;"ARM HOLDINGS ADR";US0420682058;1.0;0.04;0.00;0.00;0.04;USD;0.04;5200.98;USD
13-08-2025 17:20:22;252199562;Vendita;ARM;"ARM HOLDINGS ADR";US0420682058;13.0;142.2225;12.81;0.00;1836.08;USD;1836.08;5200.94;USD
13-08-2025 17:19:53;252200003;Rettif. costi Borsa;NVDA;"NVIDIA ORD";US67066G1040;1.0;0.04;0.00;0.00;0.04;USD;0.04;3364.86;USD
13-08-2025 17:19:52;252200003;Vendita;NVDA;"NVIDIA ORD";US67066G1040;9.0;180.295;12.47;0.00;1610.19;USD;1610.19;3364.82;USD
13-08-2025 17:19:02;252199465;Rettif. costi Borsa;NVDA;"NVIDIA ORD";US67066G1040;1.0;0.04;0.00;0.00;0.04;USD;0.04;1754.63;USD
13-08-2025 17:19:00;252199465;Vendita;NVDA;"NVIDIA ORD";US67066G1040;10.0;179.905;12.74;0.00;1786.31;USD;1786.31;1754.59;USD
13-08-2025 16:14:31;252186180;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;6.0;181.00;6.63;0.00;-1092.63;USD;-1092.63;-31.72;USD
13-08-2025 16:14:31;252186180;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;3.0;181.00;5.81;0.00;-548.81;USD;-548.81;1060.91;USD
13-08-2025 16:12:02;252187083;Acquisto;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;10.0;12.0199;3.18;0.00;-123.38;USD;-123.38;1609.72;USD
13-08-2025 16:07:10;00000000;Servizi Paganti;;;;1.0;-10.00;0.00;0.00;-10.00;USD;-10.00;1733.10;USD
13-08-2025 15:55:33;252161484;Acquisto;ETH;"ETH";EX0X00ETH000;0.5;4686.30;23.43;0.00;-2366.58;USD;-2366.58;1743.10;USD
13-08-2025 15:35:12;251951175;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.05;0.00;0.00;0.05;USD;0.05;4109.68;USD
13-08-2025 15:35:12;251981978;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.05;0.00;0.00;0.05;USD;0.05;4109.63;USD
13-08-2025 15:31:24;251981978;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;11.0;182.50;33.91;0.00;1973.59;USD;1973.59;4109.58;USD
13-08-2025 15:31:23;251951175;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;11.0;182.50;33.91;0.00;1973.59;USD;1973.59;2135.99;USD
12-08-2025 21:38:19;251984073;Acquisto;ETH;"ETH";EX0X00ETH000;0.1;3858.60;3.86;0.00;-389.72;EUR;-389.72;90.50;EUR
12-08-2025 21:27:11;251982863;Acquisto;ETH;"ETH";EX0X00ETH000;0.4;4500.30;18.00;0.00;-1818.12;USD;-1818.12;162.40;USD
12-08-2025 16:28:26;251952394;Acquisto;ARM;"ARM HOLDINGS ADR";US0420682058;13.0;142.5787;13.63;0.00;-1867.15;USD;-1867.15;1980.52;USD
12-08-2025 15:33:04;251930583;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;7.0;181.00;6.91;0.00;-1273.91;USD;-1273.91;3847.67;USD
12-08-2025 15:33:03;251930583;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;3.0;181.00;6.66;0.00;-549.66;USD;-549.66;5121.58;USD
12-08-2025 15:31:36;251929940;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;8.0;171.00;7.05;0.00;-1375.05;USD;-1375.05;5671.24;USD
12-08-2025 15:31:35;251929940;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;3.0;171.00;6.62;0.00;-519.62;USD;-519.62;7046.29;USD
12-08-2025 08:54:05;251860475;Acquisto;BTC;"BTC";EX0X00XBT000;0.00048347;102396.00;0.50;0.00;-50.01;EUR;-50.01;480.22;EUR
12-08-2025 08:49:43;251857835;Acquisto;XRP;"XRP";EX0X00XRP000;18.2768839;2.70861;0.50;0.00;-50.00;EUR;-50.00;530.23;EUR
12-08-2025 01:20:54;00000000;Pagamento;;;;1.0;580.00;0.00;0.00;580.00;EUR;580.00;580.23;EUR
11-08-2025 17:34:51;251758156;Rettif. costi Borsa;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;1.0;0.04;0.00;0.00;0.04;USD;0.04;7565.91;USD
11-08-2025 17:34:49;251758173;Rettif. costi Borsa;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;1.0;0.04;0.00;0.00;0.04;USD;0.04;7565.87;USD
11-08-2025 17:34:49;251758173;Vendita;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;6.0;244.90;9.24;0.00;1460.16;USD;1460.16;7565.83;USD
11-08-2025 17:34:49;251758156;Vendita;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;6.0;244.90;9.24;0.00;1460.16;USD;1460.16;6105.67;USD
11-08-2025 17:34:49;251758173;Vendita;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;2.0;244.90;4.59;0.00;485.21;USD;485.21;4645.51;USD
11-08-2025 17:34:49;251758156;Vendita;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;2.0;244.90;4.59;0.00;485.21;USD;485.21;4160.30;USD
11-08-2025 17:33:44;251758636;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.04;0.00;0.00;0.04;USD;0.04;3675.09;USD
11-08-2025 17:33:42;251758636;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;7.0;178.00;6.90;0.00;1239.10;USD;1239.10;3675.05;USD
11-08-2025 17:33:42;251758636;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;3.0;178.00;6.66;0.00;527.34;USD;527.34;2435.95;USD
11-08-2025 15:37:11;251293164;Rettif. costi Borsa;ARM;"ARM HOLDINGS ADR";US0420682058;1.0;0.04;0.00;0.00;0.04;USD;0.04;1908.61;USD
11-08-2025 15:37:11;251293164;Vendita;ARM;"ARM HOLDINGS ADR";US0420682058;9.0;141.90;6.95;0.00;1270.15;USD;1270.15;1908.57;USD
11-08-2025 15:37:11;251293164;Vendita;ARM;"ARM HOLDINGS ADR";US0420682058;4.0;141.90;6.71;0.00;560.89;USD;560.89;638.42;USD
08-08-2025 18:19:12;251244734;Acquisto;ARM;"ARM HOLDINGS ADR";US0420682058;13.0;138.9989;13.56;0.00;-1820.55;USD;-1820.55;77.53;USD
08-08-2025 17:45:16;251242377;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;11.0;172.0496;13.69;0.00;-1906.24;USD;-1906.24;1898.08;USD
08-08-2025 16:42:10;251067295;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;6.0;240.20;9.16;0.00;-1450.36;USD;-1450.36;3804.32;USD
08-08-2025 16:42:09;251067295;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;2.0;240.20;4.57;0.00;-484.97;USD;-484.97;5254.68;USD
08-08-2025 16:38:49;251213557;Acquisto;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;45.0;12.00;2.81;0.00;-542.81;USD;-542.81;5739.65;USD
08-08-2025 16:38:49;251213557;Acquisto;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;16.0;12.00;4.14;0.00;-196.14;USD;-196.14;6282.46;USD
07-08-2025 21:56:57;251025007;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.15;0.00;0.00;0.15;USD;0.15;6478.60;USD
07-08-2025 21:56:55;251025007;Vendita;TSLA;"TESLA ORD";US88160R1014;20.0;322.1501;40.66;0.00;6402.34;USD;6402.34;6478.45;USD
06-08-2025 16:04:09;250645813;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;8.0;231.2794;13.63;0.00;-1863.87;USD;-1863.87;76.11;USD
06-08-2025 15:34:52;250585538;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.04;0.00;0.00;0.04;USD;0.04;1939.98;USD
06-08-2025 15:32:40;250585538;Vendita;TSLA;"TESLA ORD";US88160R1014;4.0;309.90;6.89;0.00;1232.71;USD;1232.71;1939.94;USD
06-08-2025 15:32:40;250585538;Vendita;TSLA;"TESLA ORD";US88160R1014;2.0;309.90;6.79;0.00;613.01;USD;613.01;707.23;USD
