Data;Ordine #;Transazioni;Simbolo;Nome;ISIN;Quantità;Prezzo unit.;Costi;Interesse maturati;Importo netto;Valuta Importo netto;Importo netto in valuta di conto;Saldo;Valuta
14-11-2025 17:12:40;269843167;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;11.0;78.50;8.30;0.00;-871.80;USD;-871.80;-11173.65;USD
14-11-2025 17:12:40;269843167;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;4.0;78.50;3.47;0.00;-317.47;USD;-317.47;-10301.85;USD
14-11-2025 12:00:16;00000000;Servizi Paganti;;;;1.0;-10.00;0.00;0.00;-10.00;USD;-10.00;-9984.38;USD
13-11-2025 20:44:06;269704723;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;7.0;173.12;6.82;0.00;-1218.66;USD;-1218.66;-9974.38;USD
13-11-2025 20:44:06;269704723;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;3.0;173.12;5.78;0.00;-525.14;USD;-525.14;-8755.72;USD
13-11-2025 15:53:31;269646257;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;10.0;188.3299;12.82;0.00;-1896.12;USD;-1896.12;-8230.58;USD
13-11-2025 10:45:09;269620856;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;1.0;998.10;8.60;0.00;-1006.70;CHF;-1006.70;-838.95;CHF
11-11-2025 15:30:15;269432692;Acquisto;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;50.0;9.43;3.71;0.00;-475.21;USD;-475.21;-6334.46;USD
11-11-2025 15:30:13;269430876;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;5.0;291.50;12.19;0.00;-1469.69;USD;-1469.69;-5859.25;USD
11-11-2025 15:30:05;269432710;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;15.0;96.00;12.16;0.00;-1452.16;USD;-1452.16;-4389.56;USD
10-11-2025 15:39:00;269302810;Acquisto;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;50.0;8.62;3.65;0.00;-434.65;USD;-434.65;-2937.40;USD
10-11-2025 15:30:49;269300887;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;7.0;194.50;7.04;0.00;-1368.54;USD;-1368.54;-2502.75;USD
10-11-2025 15:30:49;269305509;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;7.0;194.50;7.04;0.00;-1368.54;USD;-1368.54;-1134.21;USD
10-11-2025 15:30:49;269300887;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;3.0;194.50;5.88;0.00;-589.38;USD;-589.38;234.33;USD
10-11-2025 15:30:48;269305509;Acquisto;NVDA;"NVIDIA ORD";US67066G1040;3.0;194.50;5.88;0.00;-589.38;USD;-589.38;823.71;USD
10-11-2025 15:30:30;269300851;Acquisto;TSM;"TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD";US8740391003;5.0;294.00;12.21;0.00;-1482.21;USD;-1482.21;1413.09;USD
10-11-2025 15:30:29;269305472;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;15.0;109.00;12.45;0.00;-1647.45;USD;-1647.45;2895.30;USD
10-11-2025 15:30:22;269294084;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;7.0;184.00;6.93;0.00;-1294.93;USD;-1294.93;4542.75;USD
10-11-2025 15:30:22;269294084;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;3.0;184.00;5.83;0.00;-557.83;USD;-557.83;5837.68;USD
10-11-2025 09:51:46;269259099;Acquisto;ZUGER;"ZUGER KB N";CH0493891243;1.0;8800.00;38.45;0.00;-8838.45;CHF;-8838.45;167.75;CHF
10-11-2025 04:05:58;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;CHF;100.00;9006.20;CHF
07-11-2025 15:56:09;269099742;Accredito Forex;;;;1.0;1000.00;0.00;0.00;1000.00;CHF;1000.00;8906.20;CHF
07-11-2025 15:56:09;269099742;Addebito Forex;;;;1.0;1255.08;0.00;0.00;-1255.08;USD;-1255.08;6395.51;USD
07-11-2025 15:52:38;269099307;Rettif. costi Borsa;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;1.0;0.13;0.00;0.00;0.13;USD;0.13;7650.59;USD
07-11-2025 15:52:35;269099307;Vendita;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;24.0;230.4314;38.43;0.00;5491.92;USD;5491.92;7650.46;USD
07-11-2025 15:52:28;269099294;Rettif. costi Borsa;NVDA;"NVIDIA ORD";US67066G1040;1.0;0.08;0.00;0.00;0.08;USD;0.08;2158.54;USD
07-11-2025 15:52:27;269099294;Vendita;NVDA;"NVIDIA ORD";US67066G1040;20.0;183.4702;35.58;0.00;3633.82;USD;3633.82;2158.46;USD
07-11-2025 15:51:34;269102844;Rettif. costi Borsa;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;1.0;0.10;0.00;0.00;0.10;USD;0.10;-1475.36;USD
07-11-2025 15:51:32;269102844;Vendita;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;25.0;171.9114;36.55;0.00;4261.24;USD;4261.24;-1475.46;USD
07-11-2025 15:51:28;269102773;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.04;0.00;0.00;0.04;USD;0.04;-5736.70;USD
07-11-2025 15:51:27;269102773;Vendita;TSLA;"TESLA ORD";US88160R1014;3.0;424.60;8.94;0.00;1264.86;USD;1264.86;-5736.74;USD
07-11-2025 15:51:27;269102773;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;424.60;3.65;0.00;420.95;USD;420.95;-7001.60;USD
07-11-2025 01:30:49;00000000;Pagamento;;;;1.0;7790.40;0.00;0.00;7790.40;CHF;7790.40;7906.20;CHF
05-11-2025 16:12:42;268463738;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;5.0;182.80;6.37;0.00;-920.37;USD;-920.37;-7422.55;USD
05-11-2025 15:30:13;268445645;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;4.0;243.09;6.46;0.00;-978.82;USD;-978.82;-6502.18;USD
04-11-2025 17:22:24;268269709;Acquisto;TSLA;"TESLA ORD";US88160R1014;4.0;452.0092;12.71;0.00;-1820.75;USD;-1820.75;-5523.36;USD
04-11-2025 15:35:54;268251594;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;6.0;249.00;12.24;0.00;-1506.24;USD;-1506.24;-3702.61;USD
04-11-2025 15:35:25;268240284;Rettif. costi Borsa;CRWV;"COREWEAVE CL A ORD";US21873S1087;1.0;0.02;0.00;0.00;0.02;USD;0.02;-2196.37;USD
04-11-2025 15:34:55;268240727;Rettif. costi Borsa;ALAB;"ASTERA LABS ORD";US04626A1034;1.0;0.02;0.00;0.00;0.02;USD;0.02;-2196.39;USD
04-11-2025 15:34:15;268240702;Rettif. costi Borsa;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;1.0;0.04;0.00;0.00;0.04;USD;0.04;-2196.41;USD
04-11-2025 15:32:51;268246701;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;7.0;248.8279;12.61;0.00;-1754.41;USD;-1754.41;-2196.45;USD
04-11-2025 15:31:49;268240270;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.03;0.00;0.00;0.03;USD;0.03;-442.04;USD
04-11-2025 15:30:50;268240284;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;5.0;120.60;2.92;0.00;600.08;USD;600.08;-442.07;USD
04-11-2025 15:30:50;268240284;Vendita;CRWV;"COREWEAVE CL A ORD";US21873S1087;2.0;120.60;3.37;0.00;237.83;USD;237.83;-1042.15;USD
04-11-2025 15:30:48;268240727;Vendita;ALAB;"ASTERA LABS ORD";US04626A1034;5.0;182.75;6.39;0.00;907.36;USD;907.36;-1279.98;USD
04-11-2025 15:30:33;268237735;Rettif. costi Borsa;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;1.0;0.01;0.00;0.00;0.01;USD;0.01;-2187.34;USD
04-11-2025 15:30:28;268240702;Vendita;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;150.0;10.30;12.36;0.00;1532.64;USD;1532.64;-2187.35;USD
04-11-2025 15:30:11;268240270;Vendita;INTC;"INTEL ORD";US4581401001;40.0;38.20;12.32;0.00;1515.68;USD;1515.68;-3719.99;USD
04-11-2025 15:30:05;268237735;Vendita;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;42.0;12.96;5.83;0.00;538.49;USD;538.49;-5235.67;USD
03-11-2025 15:32:02;268061975;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;2.0;204.599;3.61;0.00;-412.81;USD;-412.81;-5774.16;USD
03-11-2025 15:30:23;268054773;Acquisto;ALAB;"ASTERA LABS ORD";US04626A1034;5.0;190.48;6.43;0.00;-958.83;USD;-958.83;-5361.35;USD
03-11-2025 15:30:20;268057503;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;9.0;205.00;12.77;0.00;-1857.77;USD;-1857.77;-4402.52;USD
03-11-2025 15:30:14;268045553;Acquisto;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;75.0;13.20;6.45;0.00;-996.45;USD;-996.45;-2544.75;USD
03-11-2025 05:26:32;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;CHF;100.00;115.80;CHF
31-10-2025 20:07:34;267818975;Acquisto;INTC;"INTEL ORD";US4581401001;40.0;39.9899;12.40;0.00;-1612.00;USD;-1612.00;-1548.30;USD
31-10-2025 15:20:39;267789602;Rettif. costi Borsa;MSFT;"MICROSOFT ORD";US5949181045;1.0;0.02;0.00;0.00;0.02;USD;0.02;63.70;USD
31-10-2025 15:20:37;267789602;Vendita;MSFT;"MICROSOFT ORD";US5949181045;2.0;517.195;11.57;0.00;1022.82;USD;1022.82;63.68;USD
31-10-2025 15:19:28;267789449;Acquisto;MSFT;"MICROSOFT ORD";US5949181045;1.0;517.606;5.78;0.00;-523.39;USD;-523.39;-959.14;USD
31-10-2025 15:17:36;267789238;Rettif. costi Borsa;AAPL;"APPLE ORD";US0378331005;1.0;0.04;0.00;0.00;0.04;USD;0.04;-435.75;USD
31-10-2025 15:17:34;267789238;Vendita;AAPL;"APPLE ORD";US0378331005;7.0;269.90;12.87;0.00;1876.43;USD;1876.43;-435.79;USD
31-10-2025 14:40:23;267759205;Rettif. costi Borsa;AMZN;"AMAZON COM ORD";US0231351067;1.0;0.04;0.00;0.00;0.04;USD;0.04;-2312.22;USD
31-10-2025 14:40:05;267754985;Rettif. costi Borsa;AMZN;"AMAZON COM ORD";US0231351067;1.0;0.04;0.00;0.00;0.04;USD;0.04;-2312.26;USD
31-10-2025 14:33:19;267759205;Vendita;AMZN;"AMAZON COM ORD";US0231351067;1.0;249.0004;0.38;0.00;248.62;USD;248.62;-2312.30;USD
31-10-2025 14:33:19;267759205;Vendita;AMZN;"AMAZON COM ORD";US0231351067;6.0;249.02;12.27;0.00;1481.85;USD;1481.85;-2560.92;USD
31-10-2025 14:32:34;267754985;Vendita;AMZN;"AMAZON COM ORD";US0231351067;5.0;250.00;8.91;0.00;1241.09;USD;1241.09;-4042.77;USD
31-10-2025 14:32:34;267754985;Vendita;AMZN;"AMAZON COM ORD";US0231351067;2.0;250.00;3.76;0.00;496.24;USD;496.24;-5283.86;USD
30-10-2025 17:28:28;267641831;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;4.0;226.00;8.35;0.00;-912.35;USD;-912.35;-5780.10;USD
30-10-2025 17:28:28;267641831;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;2.0;226.00;3.68;0.00;-455.68;USD;-455.68;-4867.75;USD
30-10-2025 16:35:02;267420469;Rettif. costi Borsa;ORCL;"ORACLE ORD";US68389X1054;1.0;0.04;0.00;0.00;0.04;USD;0.04;-4412.07;USD
30-10-2025 16:35:01;267420469;Vendita;ORCL;"ORACLE ORD";US68389X1054;6.0;259.82;12.38;0.00;1546.54;USD;1546.54;-4412.11;USD
30-10-2025 14:47:26;267492068;Acquisto;NVTS;"NAVITAS SEMICONDUCTOR ORD";US63942X1063;75.0;12.9499;6.46;0.00;-977.70;USD;-977.70;-5958.65;USD
29-10-2025 19:31:31;267329060;Acquisto;MSFT;"MICROSOFT ORD";US5949181045;1.0;539.7592;5.81;0.00;-545.57;USD;-545.57;-4980.95;USD
29-10-2025 14:30:18;267285771;Acquisto;PLTR;"PALANTIR TECHNOLOGIES CL A ORD";US69608A1088;9.0;190.50;12.57;0.00;-1727.07;USD;-1727.07;-4435.38;USD
29-10-2025 04:45:15;00000000;Transazione con carta;;"Nicolet La Sage Espace";;1.0;-14.00;0.00;0.00;-14.00;CHF;-14.00;15.80;CHF
28-10-2025 14:35:09;267104886;Acquisto;AMD;"ADVANCED MICRO DEVICES ORD";US0079031078;7.0;260.955;12.74;0.00;-1839.43;USD;-1839.43;-2708.31;USD
28-10-2025 14:30:20;267104942;Acquisto;CRWV;"COREWEAVE CL A ORD";US21873S1087;7.0;137.50;6.44;0.00;-968.94;USD;-968.94;-868.88;USD
27-10-2025 17:36:58;266968101;Acquisto;RIVN;"RIVIAN AUTOMOTIVE CL A ORD";US76954A1034;42.0;13.4299;5.85;0.00;-569.91;USD;-569.91;100.06;USD
27-10-2025 15:23:42;266944326;Acquisto;AAPL;"APPLE ORD";US0378331005;7.0;266.0596;12.79;0.00;-1875.21;USD;-1875.21;669.97;USD
27-10-2025 15:19:06;266943058;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;6.0;227.50;9.05;0.00;-1374.05;USD;-1374.05;2545.18;USD
27-10-2025 15:19:06;266943058;Acquisto;AMZN;"AMAZON COM ORD";US0231351067;2.0;227.50;3.68;0.00;-458.68;USD;-458.68;3919.23;USD
27-10-2025 14:30:29;266901737;Acquisto;ORCL;"ORACLE ORD";US68389X1054;4.0;285.00;6.71;0.00;-1146.71;USD;-1146.71;4377.91;USD
27-10-2025 14:30:29;266901737;Acquisto;ORCL;"ORACLE ORD";US68389X1054;2.0;285.00;5.86;0.00;-575.86;USD;-575.86;5524.62;USD
27-10-2025 09:28:40;266843807;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;1.0;958.50;8.55;0.00;-967.05;CHF;-967.05;29.80;CHF
27-10-2025 09:26:03;00000000;Pagamento;;;;1.0;850.00;16.15;0.00;833.85;CHF;833.85;996.85;CHF
27-10-2025 05:22:26;00000000;Pagamento;;;;1.0;100.00;0.00;0.00;100.00;CHF;100.00;163.00;CHF
26-10-2025 17:18:33;266739405;Vendita;ETH;"ETH";EX0X00ETH000;0.5;4050.50;20.25;0.00;2005.00;USD;2005.00;6100.48;USD
25-10-2025 08:05:21;266708966;Acquisto;ETH;"ETH";EX0X00ETH000;0.5;3930.00;19.65;0.00;-1984.65;USD;-1984.65;4095.48;USD
24-10-2025 15:36:16;266657248;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.01;0.00;0.00;0.01;USD;0.01;6080.13;USD
24-10-2025 15:35:36;266655472;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.02;0.00;0.00;0.02;USD;0.02;6080.12;USD
24-10-2025 15:33:18;266655762;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.04;0.00;0.00;0.04;USD;0.04;6080.10;USD
24-10-2025 15:33:14;266655462;Rettif. costi Borsa;INTC;"INTEL ORD";US4581401001;1.0;0.02;0.00;0.00;0.02;USD;0.02;6080.06;USD
24-10-2025 15:31:57;266657248;Vendita;INTC;"INTEL ORD";US4581401001;10.0;40.0203;3.61;0.00;396.59;USD;396.59;6080.04;USD
24-10-2025 15:31:46;266655546;Rettif. costi Borsa;TSLA;"TESLA ORD";US88160R1014;1.0;0.04;0.00;0.00;0.04;USD;0.04;5683.45;USD
24-10-2025 15:30:39;266655472;Vendita;INTC;"INTEL ORD";US4581401001;15.0;41.00;2.93;0.00;612.07;USD;612.07;5683.41;USD
24-10-2025 15:30:39;266655472;Vendita;INTC;"INTEL ORD";US4581401001;5.0;41.00;3.32;0.00;201.68;USD;201.68;5071.34;USD
24-10-2025 15:30:17;266655762;Vendita;TSLA;"TESLA ORD";US88160R1014;3.0;449.00;9.05;0.00;1337.95;USD;1337.95;4869.66;USD
24-10-2025 15:30:17;266655762;Vendita;TSLA;"TESLA ORD";US88160R1014;1.0;449.00;3.68;0.00;445.32;USD;445.32;3531.71;USD
24-10-2025 15:30:17;266655462;Vendita;INTC;"INTEL ORD";US4581401001;15.0;40.50;2.93;0.00;604.57;USD;604.57;3086.39;USD
24-10-2025 15:30:16;266655462;Vendita;INTC;"INTEL ORD";US4581401001;5.0;40.50;3.31;0.00;199.19;USD;199.19;2481.82;USD
24-10-2025 15:30:09;266655546;Vendita;TSLA;"TESLA ORD";US88160R1014;4.0;447.08;12.72;0.00;1775.60;USD;1775.60;2282.63;USD
24-10-2025 11:09:33;266631272;Acquisto;ZGLD;"Swisscanto GOLD ETF";CH0139101593;2.0;961.00;13.30;0.00;-1935.30;CHF;-1935.30;63.00;CHF
23-10-2025 19:05:01;266544177;Accredito Forex;;;;1.0;1800.00;0.00;0.00;1800.00;CHF;1800.00;1998.30;CHF
23-10-2025 19:05:01;266544177;Addebito Forex;;;;1.0;2283.72;0.00;0.00;-2283.72;USD;-2283.72;507.03;USD
23-10-2025 18:59:53;266544041;Acquisto;INTC;"INTEL ORD";US4581401001;18.0;37.50;3.02;0.00;-678.02;USD;-678.02;2790.75;USD
23-10-2025 18:59:53;266544041;Acquisto;INTC;"INTEL ORD";US4581401001;7.0;37.50;3.39;0.00;-265.89;USD;-265.89;3468.77;USD
